Name,md5,Machine,SizeOfOptionalHeader,Characteristics,MajorLinkerVersion,MinorLinkerVersion,SizeOfCode,SizeOfInitializedData,SizeOfUninitializedData,AddressOfEntryPoint,BaseOfCode,BaseOfData,ImageBase,SectionAlignment,FileAlignment,MajorOperatingSystemVersion,MinorOperatingSystemVersion,MajorImageVersion,MinorImageVersion,MajorSubsystemVersion,MinorSubsystemVersion,SizeOfImage,SizeOfHeaders,CheckSum,Subsystem,DllCharacteristics,SizeOfStackReserve,SizeOfStackCommit,SizeOfHeapReserve,SizeOfHeapCommit,LoaderFlags,NumberOfRvaAndSizes,SectionsNb,SectionsMeanEntropy,SectionsMinEntropy,SectionsMaxEntropy,SectionsMeanRawsize,SectionsMinRawsize,SectionMaxRawsize,SectionsMeanVirtualsize,SectionsMinVirtualsize,SectionMaxVirtualsize,ImportsNbDLL,ImportsNb,ImportsNbOrdinal,ExportNb,ResourcesNb,ResourcesMeanEntropy,ResourcesMinEntropy,ResourcesMaxEntropy,ResourcesMeanSize,ResourcesMinSize,ResourcesMaxSize,LoadConfigurationSize,VersionInformationSize,malware
VirusShare_d3c87ffe95cd511f391b86d0a0419cce,d3c87ffe95cd511f391b86d0a0419cce,332,224,271,6,0,24064,164864,1024,12538,4096,28672,4194304.0,4096,512,4,0,6,0,4,0,315392,1024,694199,2,32768,1048576,4096,1048576,4096,0,16,5,4.69670698864,0.0,7.19559033306,22528.0,0,82432,60382.4,4764,154712,8,155,1,0,10,4.47081226628,2.48824632785,7.97353224009,8133.7,76,47930,0,0,1
VirusShare_3eddc220c519583c3795a23715b58adb,3eddc220c519583c3795a23715b58adb,332,224,271,6,0,23552,117760,1024,12825,4096,28672,4194304.0,4096,512,4,0,6,0,4,0,192512,1024,0,2,32768,1048576,4096,1048576,4096,0,16,5,4.25689098087,0.0,6.48016124971,6348.8,0,23552,36011.6,2512,108504,8,158,1,0,5,3.32662029815,2.16096404744,5.25700930934,425.6,20,784,0,12,1
VirusShare_6d4bd49b564069247568beb3183eed93,6d4bd49b564069247568beb3183eed93,332,224,783,2,56,30720,14848,154624,14348,4096,36864,4194304.0,4096,512,4,0,6,0,4,0,270336,1024,0,2,32768,2097152,4096,1048576,4096,0,16,7,3.39224326887,0.0,6.32762187806,8338.28571429,0,30720,35872.0,144,154280,8,155,0,0,8,4.0912689525,2.45849222582,5.86996923095,2088.75,48,9640,0,0,1
biocpl.dll,78f5ebdd6a5cd7f99e8928da7348080b,332,224,8450,9,0,190976,237568,0,140375,4096,196608,310509568.0,4096,512,6,1,6,1,6,1,442368,1536,489395,3,320,262144,4096,1048576,4096,0,16,4,5.60263160959,4.47724338066,6.68254053654,106624.0,3072,219136,106878.5,4648,219112,17,351,30,7,32,4.22512852578,2.42955390607,7.95544793781,6790.34375,264,38056,72,16,0
VirusShare_a4ba2b154d4705fc16504091553c73b6,a4ba2b154d4705fc16504091553c73b6,332,224,33167,2,25,37888,42496,0,40000,4096,45056,4194304.0,4096,512,1,0,0,0,4,0,110592,1024,2034494486,2,0,1048576,16384,1048576,4096,0,16,8,2.37989735701,0.0,6.6419041139,10048.0,0,38400,10599.5,8,38112,8,96,0,0,13,3.75322473486,2.41356664511,5.38531820181,2871.07692308,62,16936,0,15,1
msafd.dll,a26b5e4178d163d644dc731d206a6137,332,224,8462,7,10,0,2560,0,0,4096,4096,1906573312.0,4096,512,5,1,5,1,4,10,16384,1024,48667,3,1024,262144,4096,1048576,4096,0,16,3,1.40935414293,0.0203931352361,2.52868046491,853.333333333,512,1536,402.0,8,1040,0,0,0,1,1,3.56801740678,3.56801740678,3.56801740678,944.0,944,944,0,16,0
api-ms-win-core-localregistry-l1-1-0.dll,b75b6cfab50dbe76b64ef2f76e464d2f,34404,240,8226,9,0,1536,1536,0,4212,4096,0,8792565612544.0,4096,512,6,1,6,1,6,1,16384,1024,59667,3,320,262144,4096,1048576,4096,0,16,3,2.58351699382,0.0203931352361,4.3635088253,1024.0,512,1536,759.0,26,1243,0,0,0,40,1,3.56339391902,3.56339391902,3.56339391902,908.0,908,908,0,16,0
VirusShare_497014f93a70880dd57e7afeae7f23e6,497014f93a70880dd57e7afeae7f23e6,332,224,33167,2,25,528384,28672,892928,1421632,897024,1425408,4194304.0,4096,512,4,0,0,0,4,0,1454080,4096,0,2,0,1048576,16384,1048576,4096,0,16,3,4.03763525276,0.0,7.92798845832,183978.666667,0,525312,483328.0,28672,892928,9,14,0,0,261,4.75891673375,0.0,7.91894367533,2375.85823755,16,207260,0,18,1
VirusShare_e1200f6770b6ab16d2c1696290fae8a0,e1200f6770b6ab16d2c1696290fae8a0,332,224,258,10,0,120320,385024,0,61562,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,536493,2,33088,1048576,4096,1048576,4096,0,16,5,5.65247006243,4.14990094209,7.96279259334,101068.8,9728,330752,102619.0,9396,339620,3,89,0,0,6,3.75606821168,2.45849222582,5.31755235629,2739.5,48,9640,72,15,1
VirusShare_302b0564ee5441be42c400d5627fe8f6,302b0564ee5441be42c400d5627fe8f6,332,224,258,10,0,120320,385024,0,61578,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,571219,2,33088,1048576,4096,1048576,4096,0,16,5,5.64644365076,4.11726411592,7.96277585234,101068.8,9728,330752,102623.8,9404,339652,3,89,0,0,6,3.72982390563,2.45849222582,5.31755235629,2739.5,48,9640,72,15,1
smiengine.dll,6b3e0452a8fd0f6a3063551e7f7705b8,332,224,8450,9,0,592384,105984,0,339166,4096,598016,392101888.0,4096,512,6,1,6,1,5,0,712704,1024,712480,3,320,262144,4096,1048576,4096,0,16,4,5.40141067352,4.64244431747,6.57351875888,174208.0,16384,592384,174365.25,17688,591909,8,204,21,13,12,3.20417460316,1.55585006573,4.89996249823,4104.0,56,38848,72,16,0
ielowutil.exe,253fbe7e091e2ffbb907f5e7699ed63e,332,224,258,9,0,12800,105984,0,9812,4096,20480,16777216.0,4096,512,6,1,6,1,6,1,131072,1024,124186,2,33088,262144,8192,1048576,4096,0,16,4,4.40774316829,1.11335050499,7.38534335201,29440.0,1024,100864,29549.0,1860,100728,7,90,1,0,17,4.73560114496,2.63216123773,7.99092475232,5865.76470588,188,67585,72,17,0
wpabaln.exe,90ce97657b3f0b651ee8f438a4ab577e,332,224,271,7,10,5120,26112,0,6802,4096,12288,16777216.0,4096,512,5,1,5,1,4,0,45056,1024,41210,2,32768,262144,4096,1048576,4096,0,16,3,3.67328486204,0.195869406087,5.93303019873,10410.6666667,512,25600,9984.66666667,60,25192,6,52,1,0,10,4.4164543222,2.79903416164,5.82349377261,2459.2,104,9640,72,16,0
VirusShare_3b4e2f19eba7a389bc28b9595ef5e822,3b4e2f19eba7a389bc28b9595ef5e822,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,519176,2,33088,1048576,4096,1048576,4096,0,16,5,5.6663371314,4.18953861211,7.96311398057,100966.4,9728,330752,102644.2,9418,339748,3,90,0,0,6,3.77675976631,2.45849222582,5.31755235629,2740.16666667,48,9640,72,15,1
VirusShare_d8e94bf459425ff5a5e78029a5e609b0,d8e94bf459425ff5a5e78029a5e609b0,332,224,33166,2,25,94208,19456,0,97760,4096,98304,4194304.0,4096,512,4,0,0,0,4,0,139264,1024,124214,2,0,1048576,16384,1048576,4096,0,16,8,3.36731132656,0.0,6.69814108732,14208.0,0,94208,14253.625,8,93764,16,227,0,0,6,4.05233461873,1.83320621935,5.80567071621,977.333333333,16,3752,0,13,1
adtschema.dll,30ee614007b9180ebfab405a9e8132e3,332,224,8450,9,0,0,690176,0,0,4096,4096,4194304.0,4096,512,6,1,6,1,6,1,696320,512,701301,3,1344,262144,4096,1048576,4096,0,16,1,3.7954172376,3.7954172376,3.7954172376,690176.0,690176,690176,689848.0,689848,689848,0,0,0,0,4,3.39508645313,2.81117252626,3.7764352475,172371.5,232,440706,0,16,0
VirusShare_d5d347453fd995e51f1b5e622cac91fe,d5d347453fd995e51f1b5e622cac91fe,332,224,258,8,0,7680,309760,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,339968,1024,336944,2,34112,1048576,4096,1048576,4096,0,16,7,4.91326439175,0.0,7.99827448543,45348.5714286,0,177152,45323.0,348,177152,3,41,0,0,6,3.65176976419,2.10786144231,5.15540854179,1314.16666667,48,3752,0,23,1
VirusShare_307faabc363430ecc4e26cb1b125dce1,307faabc363430ecc4e26cb1b125dce1,332,224,258,9,0,102400,599040,0,12013,4096,106496,4194304.0,4096,512,5,0,0,0,5,0,712704,1024,2018578096,2,33088,1048576,4096,1048576,4096,0,16,5,5.3370413625,2.82868037168,6.58874280498,140288.0,3584,568320,140774.0,6682,567892,4,88,1,0,7,4.14351601489,2.62307816502,5.91635626214,81061.0,62,535040,72,0,1
msfeeds.dll,97620b7b124ff36530b3b7db6dbbfd35,34404,240,8226,9,0,386560,349696,0,4824,4096,0,8792841715712.0,4096,512,6,1,6,1,5,2,749568,1024,751716,2,64,262144,4096,1048576,4096,0,16,6,4.9559030694,2.49413921245,6.34400904972,122368.0,4608,386560,122460.0,5400,386520,6,252,50,3,8,4.36594097876,2.81694031209,4.93970257735,21384.375,216,50578,0,17,0
VirusShare_cb0e312929c4007ad2dca1b6172622f3,cb0e312929c4007ad2dca1b6172622f3,332,224,258,8,0,7680,306688,0,5339,4096,12288,4194304.0,4096,512,4,0,6,0,4,0,335872,1024,366118,2,34112,1048576,4096,1048576,4096,0,16,7,4.88717477083,0.0,7.99884046208,44909.7142857,0,174080,44884.1428571,348,174080,3,41,0,0,6,3.40729056602,2.15128593019,5.15540854179,1314.16666667,48,3752,0,23,1
ieinstal.exe,cbd28899c34b9aef780c038b0443992c,332,224,258,9,0,164864,219136,0,151180,4096,172032,16777216.0,4096,512,6,1,6,1,6,1,397312,1024,442230,2,32832,262144,8192,1048576,4096,0,16,4,5.43790919212,1.24650293473,7.4552799877,95744.0,1024,199168,95685.5,2004,198872,13,205,7,0,31,4.84437888249,2.65462840335,7.99092475232,6360.80645161,188,67585,72,16,0
wmdrmsdk.dll,3bdcbb29d727c49dc3e3256253467281,34404,240,8226,9,0,681472,98816,0,250728,4096,0,8792874287104.0,4096,512,6,1,21315,20512,6,1,794624,1024,814544,2,320,262144,4096,1048576,4096,0,16,5,5.72194869195,3.91580926981,6.83341089535,156057.6,2048,681472,155818.4,1784,681352,9,186,12,9,3,4.10814585758,3.51162464114,4.41260040204,514.0,327,880,0,17,0
ehRecObj.dll,64d881e165f9e95f75b2f2b8bca761a4,332,224,8450,8,0,167936,24576,0,175470,8192,180224,1451950080.0,8192,4096,4,0,0,0,4,0,212992,4096,208753,3,34112,1048576,4096,1048576,4096,0,16,3,3.19194377122,0.0164084645156,5.83718907756,64170.6666667,4096,167936,61572.0,12,167284,1,1,0,0,2,3.36398107137,3.14544507954,3.5825170632,8611.5,956,16267,0,16,0
agt0c0a.dll,ecb09001339f887c11c6b8d011f4b27b,332,224,24846,5,12,0,19968,0,0,4096,4096,1895759872.0,4096,512,5,0,5,0,4,10,28672,512,55239,3,0,262144,4096,1048576,4096,0,16,2,1.76195316781,0.0203931352361,3.50351320038,9984.0,512,19456,10246.0,12,20480,0,0,0,0,20,3.10303873203,1.5,3.50304561652,908.9,4,2588,0,20,0
VirusShare_cebcad5b9fddfea9009681e0150d4dc8,cebcad5b9fddfea9009681e0150d4dc8,332,224,271,6,0,4096,4096,217088,222976,221184,225280,4194304.0,4096,512,4,0,0,0,4,0,229376,1024,6674,2,0,1048576,4096,1048576,4096,0,16,3,3.14816251227,0.0,6.81320810833,1024.0,0,2560,75093.3333333,4096,217088,5,7,1,0,0,0.0,0.0,0.0,0.0,0,0,0,0,1
ExplorerFrame.dll,eb8635c271546a027dcad0edf765de64,332,224,8450,9,0,1032192,462848,0,54782,4096,1024000,579862528.0,4096,512,6,1,6,1,6,1,1503232,1024,1524895,2,320,262144,4096,1048576,4096,0,16,4,5.44467274939,2.42074136101,6.70521784515,373632.0,6656,1032192,373569.5,6780,1032158,11,1203,190,6,86,4.22854305944,0.650022421648,6.37509893296,4601.98837209,6,60351,72,16,0
Microsoft.VisualStudio.Tools.Office.Contract.v9.0.dll,77249a017c234ec21bc60dabb8515896,332,224,8462,8,0,32768,12288,0,37198,8192,40960,268435456.0,8192,4096,4,0,0,0,4,0,57344,4096,63621,3,1344,1048576,4096,1048576,4096,0,16,3,3.04494030147,0.0131269437212,4.86208594401,15018.6666667,4096,32768,11065.3333333,12,29012,1,1,0,0,2,3.71026096051,3.45660237504,3.96391954597,1988.0,1288,2688,0,18,0
sxsoaps.dll,a299bc85b265f4515716948b4d9d034e,34404,240,8226,9,0,11264,7168,0,12252,4096,0,8792450203648.0,4096,512,6,1,6,1,6,1,36864,1024,27114,3,320,262144,4096,1048576,4096,0,16,6,2.27371203468,0.550806975559,4.07379345215,2901.33333333,512,10752,2751.16666667,57,10478,3,41,8,5,2,3.56852917357,3.55425911283,3.5827992343,1586.0,960,2212,0,16,0
VirusShare_a6cad01a4caf8536a7c935014ee9c897,a6cad01a4caf8536a7c935014ee9c897,332,224,782,5,0,569344,61440,0,2965504,4096,573440,4194304.0,4096,512,4,0,0,0,4,0,2969600,1536,0,2,0,1048576,8192,1048576,4096,0,16,10,4.30280829636,0.0,7.05039925418,290560.0,512,2231808,296550.4,4096,2232320,11,400,16,379,37,3.04511618738,1.83875868092,6.85740086501,60254.027027,16,2201224,0,18,1
VirusShare_4281d2b64e04a5bf6e88d9646f591bbd,4281d2b64e04a5bf6e88d9646f591bbd,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,554392,2,33088,1048576,4096,1048576,4096,0,16,5,5.6663371314,4.18953861211,7.96311398057,100966.4,9728,330752,102644.2,9418,339748,3,90,0,0,6,3.77675976631,2.45849222582,5.31755235629,2740.16666667,48,9640,72,15,1
shsvcs.dll,cd2e48fa5b29ee2b3b5858056d246ef2,332,224,8450,9,0,91648,235520,0,5604,4096,110592,1842806784.0,4096,512,6,1,6,1,6,1,335872,1024,373552,2,320,262144,4096,1048576,4096,0,16,4,4.52510353132,1.09595013729,6.58205226499,81792.0,3072,228352,81568.75,2892,228232,9,112,0,16,3,3.45460655311,2.78472241655,4.00386976848,75983.3333333,240,226794,72,16,0
system.resources.dll,94fc172db2334836bcc7b1c498c8cc39,332,224,8462,8,0,2048,2048,0,9758,8192,16384,4194304.0,8192,512,4,0,0,0,4,0,32768,512,59263,3,1344,1048576,4096,1048576,4096,0,16,3,2.37605352879,0.0776331623432,4.56482274281,1365.33333333,512,2048,877.333333333,12,1572,1,1,0,0,1,3.45676809765,3.45676809765,3.45676809765,956.0,956,956,0,17,0
VirusShare_5e2f764e28e4b6239e1196a78263682c,5e2f764e28e4b6239e1196a78263682c,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,551913,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,1
OFFREL.DLL,c30d627dde323dce88d93a8d95e20f87,332,224,8450,10,10,0,2048,0,0,4096,4096,268435456.0,4096,512,6,1,0,0,6,1,12288,1024,61383,3,1344,1048576,4096,1048576,4096,0,16,2,2.3949355754,1.61376255394,3.17610859686,1024.0,512,1536,898.0,364,1432,0,0,0,0,2,3.23349757728,3.06411081178,3.40288434279,634.0,220,1048,0,17,0
WUDFSvc.dll,7a95c95b6c4cf292d689106bcae49543,34404,240,8226,9,0,71680,8192,0,67848,4096,0,8792452366336.0,4096,512,6,1,6,1,5,2,94208,1024,141725,3,64,262144,4096,1048576,4096,0,16,5,3.93752056481,2.03127990368,6.18511853767,15564.8,512,71680,15727.6,392,71182,7,109,0,2,4,2.90119968211,2.52192809489,3.5629469944,358.5,10,996,0,16,0
VirusShare_d24d20e174baef98606cfcce56182af8,d24d20e174baef98606cfcce56182af8,332,224,258,10,0,116224,385024,0,57436,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,524288,1024,527268,2,33088,1048576,4096,1048576,4096,0,16,5,5.63891329302,4.18602299801,7.9611202343,100249.6,9216,338432,101601.8,9228,337996,4,100,0,0,29,7.07383209462,2.45849222582,7.98793727193,11601.7241379,48,17005,72,14,1
mscorjit.dll,489e23e9d2f2116da87df61a9b7ff769,34404,240,8226,8,0,1443840,125440,0,945248,4096,0,6882667069440.0,4096,512,5,0,8,0,5,2,1589248,1024,1608147,2,64,1048576,4096,1048576,4096,0,16,5,4.55466172425,1.11080438943,6.24760088017,313856.0,2048,1443840,314306.0,1608,1443798,5,85,0,1,2,4.26921535755,3.53425902334,5.00417169175,723.5,455,992,0,17,0
VirusShare_1b53e61dbbb1ab797ba7c53a4fd95110,1b53e61dbbb1ab797ba7c53a4fd95110,332,224,258,10,0,120320,385024,0,61658,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,520081,2,33088,1048576,4096,1048576,4096,0,16,5,5.63083047956,4.05523079353,7.96309190478,101068.8,9728,330752,102625.0,9400,339684,2,87,0,0,6,3.67288130951,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,1
xpob2res.dll,839f5d44ca57074cfa87eac0a9e71981,332,224,8462,7,10,0,404992,0,0,4096,4096,268435456.0,4096,512,4,0,0,0,5,1,409600,512,410554,2,1024,1048576,4096,1048576,4096,0,16,1,3.42034114991,3.42034114991,3.42034114991,404992.0,404992,404992,404808.0,404808,404808,0,0,0,0,200,3.18474869292,1.05096226535,3.71461889507,1975.36,32,37028,0,16,0
VirusShare_4aad6fe8a34d7d9d7915cbaaffcbe180,4aad6fe8a34d7d9d7915cbaaffcbe180,332,224,271,6,0,24064,308224,8192,12538,4096,28672,4194304.0,4096,512,4,0,6,0,4,0,602112,1024,0,2,32768,1048576,4096,1048576,4096,0,16,5,4.16767213057,0.0,6.43879960537,6553.6,0,24064,118232.0,2552,298072,8,155,1,0,6,3.14981126293,2.16096404744,5.20032677549,356.333333333,20,744,0,0,1
clickonce_bootstrap.exe,e5938feaf0fd7f94313d90c17428413e,332,224,258,8,0,2560,1536,0,10254,8192,16384,4194304.0,8192,512,4,0,0,0,4,0,32768,512,0,2,34112,1048576,4096,1048576,4096,0,16,3,3.00545738394,0.0815394123432,4.65431347913,1365.33333333,512,2560,970.666666667,12,2068,1,1,0,0,1,5.09285293944,5.09285293944,5.09285293944,738.0,738,738,0,0,0
rdpudd.dll,df1b05939c8b123610f8abf6e0c85717,34404,240,8226,9,0,139264,28672,0,135776,4096,0,65536.0,4096,512,6,1,6,1,6,1,184320,1024,210159,1,0,262144,4096,1048576,4096,0,16,7,3.86046196601,2.26718612895,6.47642659569,23113.1428571,1024,136704,23674.7142857,718,136407,2,75,0,0,2,2.62432478468,1.6577427265,3.59090684286,469.0,18,920,0,16,0
VirusShare_b736bf96ee98084a383e508bba87aeaf,b736bf96ee98084a383e508bba87aeaf,332,224,258,11,0,112640,709632,0,15735,4096,118784,4194304.0,4096,512,5,1,0,0,5,1,835584,1024,2018690192,2,33088,1048576,4096,1048576,4096,0,16,5,5.37443862687,3.83993795128,6.5272284071,162713.6,17408,620544,164164.4,17564,620472,4,90,1,0,11,4.76343874009,2.75188027096,6.30050716255,56346.6363636,118,587776,72,0,1
IAStorUI.resources.dll,11c556968031bc867cb82bdef01d04b7,332,224,8450,11,0,60928,1536,0,68734,8192,73728,268435456.0,8192,512,4,0,0,0,4,0,90112,512,109690,3,34112,1048576,4096,1048576,4096,0,16,3,2.75768188791,0.0815394123432,5.00731202928,20821.3333333,512,60928,20512.0,12,60548,1,1,0,0,1,3.42056340446,3.42056340446,3.42056340446,888.0,888,888,0,17,0
VirusShare_f38651ac01278f1e85cec009bbb2630a,f38651ac01278f1e85cec009bbb2630a,332,224,271,6,0,24064,164864,1024,12538,4096,28672,4194304.0,4096,512,4,0,6,1,4,0,233472,1024,968538,2,32768,1048576,4096,1048576,4096,0,16,5,3.84113143677,0.0,6.4401055495,6451.2,0,24064,44340.8,1736,154712,8,155,1,0,5,2.73970816042,2.16096404744,3.50664691657,280.0,20,744,0,0,1
rasppp.dll,a717a35120dbab5ab707ab40662af9dd,34404,240,8226,9,0,201728,10240,0,191024,4096,0,8793710919680.0,4096,512,6,1,6,1,6,1,229376,1536,256661,2,320,262144,4096,1048576,4096,0,16,5,3.76966137573,1.35793367388,6.51480909977,41984.0,1024,201728,42131.4,712,201277,20,203,3,8,1,3.53355510906,3.53355510906,3.53355510906,912.0,912,912,0,16,0
VirusShare_8e3cf4f35b7f64375c35879b4b29edca,8e3cf4f35b7f64375c35879b4b29edca,332,224,258,10,0,118784,375296,0,59914,4096,122880,4194304.0,4096,512,5,1,0,0,5,1,512000,1024,504855,2,33088,1048576,4096,1048576,4096,0,16,5,5.66188006777,4.18799815499,7.97529182043,98816.0,9216,327680,100182.6,9350,327380,7,114,0,0,24,6.93809550692,2.549419892,7.99048736758,13586.75,48,22648,72,14,1
XsdBuildTask.ni.dll,0fe7ca3532c7ee5e489ed65c44c723ad,332,224,8450,11,0,0,0,0,0,0,0,268435456.0,4096,512,5,0,0,0,5,0,122880,1024,0,3,34112,0,0,0,0,0,16,4,5.22370481008,3.98137918266,6.36254110614,28032.0,3584,89600,27651.25,3108,89465,0,0,0,0,1,3.46686417508,3.46686417508,3.46686417508,980.0,980,980,0,18,0
VirusShare_83d49abe5bae886be3b286fb9874f60d,83d49abe5bae886be3b286fb9874f60d,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,514800,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,1
VirusShare_b3c1e77ac971ed9a219c537246570bbd,b3c1e77ac971ed9a219c537246570bbd,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,537155,2,33088,1048576,4096,1048576,4096,0,16,5,5.6663371314,4.18953861211,7.96311398057,100966.4,9728,330752,102644.2,9418,339748,3,90,0,0,6,3.77675976631,2.45849222582,5.31755235629,2740.16666667,48,9640,72,15,1
Microsoft.SqlServer.Dmf.dll,797265b5f403491450f4ec8faf5d7f4c,332,224,8450,8,0,327680,8192,0,332542,8192,335872,4194304.0,8192,4096,4,0,0,0,4,0,352256,4096,386048,3,34112,1048576,4096,1048576,4096,0,16,3,2.36489859436,0.0131269437212,5.81552553069,111957.333333,4096,327680,108530.666667,12,324356,1,1,0,0,1,3.46326509068,3.46326509068,3.46326509068,1132.0,1132,1132,0,18,0
user.exe,243c57bffce88ad45ae1b9b7d9c1a1ea,332,224,258,9,0,512,1024,0,4162,4096,8192,16777216.0,4096,512,6,1,6,1,6,1,12288,512,34280,3,34112,262144,8192,1048576,4096,0,16,2,2.04419638089,0.828197334208,3.26019542758,768.0,512,1024,522.5,69,976,0,0,0,0,1,3.52639023139,3.52639023139,3.52639023139,880.0,880,880,0,16,0
VirusShare_687d25544a279433ec820f9a436347b9,687d25544a279433ec820f9a436347b9,332,224,258,11,0,70656,72192,0,15709,4096,77824,4194304.0,4096,512,5,1,0,0,5,1,155648,1024,146514,2,33088,1048576,4096,1048576,4096,0,16,5,4.57281440663,2.71944646483,6.66354834775,26726.4,5120,70656,28303.2,11856,70566,7,105,1,0,7,3.27962253701,1.7987949407,5.26543593134,1615.85714286,16,9640,72,10,1
VirusShare_c3d00b3f6721cb22255953bcab9d687e,c3d00b3f6721cb22255953bcab9d687e,332,224,258,10,0,119296,383488,0,60202,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,524288,1024,536504,2,33088,1048576,4096,1048576,4096,0,16,5,5.67403264539,4.19677619608,7.96455538356,100556.8,9728,334336,101892.6,9392,333864,7,113,0,0,14,6.15298564072,2.45849222582,7.99352819539,23789.0714286,48,40724,72,14,1
pidgen.dll,16c8c00746b6189059e032a176a8eccf,332,224,11534,7,10,19968,3072,0,10605,4096,24576,1514471424.0,4096,512,5,1,5,1,4,0,36864,1024,40959,2,1024,262144,4096,1048576,4096,0,16,4,4.9598104039,4.06858655251,6.60415938824,5760.0,512,19968,5646.5,436,19774,4,43,0,7,3,5.09922911071,3.54134869191,5.87848692,548.0,368,908,0,16,0
schannel.dll,57675cc4e04cb9fa452f3e06ed6589f5,332,224,8450,9,0,229376,18432,0,9041,4096,229376,1815019520.0,4096,512,6,1,6,1,6,1,258048,1024,282088,3,320,262144,4096,1048576,4096,0,16,4,5.50807920667,2.56716195865,6.76377636475,61952.0,3072,229376,61749.25,2832,229293,6,213,1,34,3,6.19169432958,3.56140501447,7.50683898714,852.0,808,940,72,16,0
msxml3.dll,81fa5bf5c6fb46e58fdd5ca43f5ecf92,332,224,8462,7,10,822784,358400,0,115085,4096,811008,1956118528.0,4096,512,5,1,5,1,4,0,1191936,1024,1199298,2,0,262144,4096,1048576,4096,0,16,4,5.4078192157,2.95465354471,6.57134452568,292864.0,47616,822784,295108.75,47476,822735,4,145,0,5,20,4.03700495025,2.49726096109,5.44602542039,12148.5,62,101080,72,17,0
MSSOAP30.DLL,60fcd9e1287fb74af4436986fb97babf,332,224,8450,8,0,356864,141312,0,283905,4096,364544,4194304.0,4096,512,4,0,0,0,5,1,512000,1024,549192,2,64,1048576,4096,10240,4096,0,16,4,5.66327895091,4.6781006016,6.44225033537,124288.0,12288,356864,124204.5,12904,356614,8,165,38,5,6,4.19222795441,2.77846196651,5.14082894328,16484.5,116,74748,72,18,0
api-ms-win-core-fibers-l1-1-0.dll,d15f77f0a013d74a50e0b277b55d52cb,332,224,8450,9,0,512,1536,0,4207,4096,8192,285212672.0,4096,512,6,1,6,1,6,1,16384,1024,13012,3,1344,262144,4096,1048576,4096,0,16,3,2.26608646861,0.0203931352361,3.41877594953,682.666666667,512,1024,444.333333333,26,1008,0,0,0,4,1,3.55130036454,3.55130036454,3.55130036454,908.0,908,908,0,16,0
VirusShare_2d7483148e689ceb90b5c23acfe02e46,2d7483148e689ceb90b5c23acfe02e46,332,224,258,10,0,119808,385024,0,61532,4096,126976,4194304.0,4096,512,5,1,0,0,5,1,528384,1024,575869,2,33088,1048576,4096,1048576,4096,0,16,5,5.65935611278,4.15850637054,7.96309810922,100966.4,9728,330752,102635.8,9416,339716,3,90,0,0,6,3.75279847985,2.45849222582,5.31755235629,2738.83333333,48,9640,72,15,1
SearchProtocolHost.exe,42ec9065d9bf266ade924b066c783a56,34404,240,34,9,0,161792,87552,0,38796,4096,0,4294967296.0,4096,512,6,1,6,1,6,1,266240,1024,255862,3,33088,524288,32768,1048576,4096,0,16,6,4.18820697713,1.48981552005,6.18530149047,41472.0,1536,161792,41237.8333333,1056,161403,11,232,6,0,1,3.51791134342,3.51791134342,3.51791134342,956.0,956,956,0,16,0
setup16.exe,2160712bc2ebe464a76439109dcb561f,332,224,258,9,0,19456,8704,0,19422,4096,24576,16777216.0,4096,512,6,1,6,1,6,1,36864,1024,68830,2,33088,262144,8192,1048576,4096,0,16,4,4.59222573005,3.24560361868,6.33610132386,6144.0,512,19456,6794.0,1618,19330,7,131,3,0,5,3.12080158279,2.37085907723,3.59508422031,430.8,34,872,72,16,0
